,authors,tweets,likes,retweets,time
387,NorthsHockey,"Blue Baggers in the @newcastleherald after win over Maitland.
#NorthsHockey
#FieldHockey
#HockeySeasonInBlue2022
#NorthsVsMaitlandInNewcastleHockey
#HCPHL
#NewcastleHockey
#HockeyNSW
#HockeyAustralia
#NewcastleHerald
#HockeyInvites
#GoYouBlueBaggers
https://t.co/M8Dr55SiIV",0,0,2022-05-01 18:00:04+00:00
388,Clubbie,"🏑 Great cover by the defence 👏🏻

📹 @Hockeyfilmpje_ 

 #hockey #fieldhockey #hockeygame #hockeystick #hockeyball #hockeyplayer #hockeyteam #hockeyseason #hockeyskills #hockeygram #sport #hockeylife #hockeymeme #goalie https://t.co/tPjitXShvr",0,0,2022-05-01 17:52:15+00:00
389,brian_agler,RT @witt_fh: Such a wonderful day having our alumni back on campus!! #TigerUp #fieldhockey https://t.co/6m7YphJp0E,0,2,2022-05-01 17:20:51+00:00
390,coachbronwen,RT @witt_fh: Such a wonderful day having our alumni back on campus!! #TigerUp #fieldhockey https://t.co/6m7YphJp0E,0,2,2022-05-01 17:17:08+00:00
391,witt_fh,Such a wonderful day having our alumni back on campus!! #TigerUp #fieldhockey https://t.co/6m7YphJp0E,19,2,2022-05-01 17:16:37+00:00
392,ktorch14,Ok @BroncsFH …I’m all dressed and ready to sub in during todays alumni  vs current players game for whoever needs me! But I bet it won’t be the alums!!! #GoBroncs #FieldHockey https://t.co/zoJSQsiBxO,13,0,2022-05-01 16:26:58+00:00
393,coachbronwen,RT @witt_fh: Welcome home!! #TigerUp #fieldhockey https://t.co/JcdwJXMEcV,0,1,2022-05-01 14:00:20+00:00
394,witt_fh,Welcome home!! #TigerUp #fieldhockey https://t.co/JcdwJXMEcV,10,1,2022-05-01 14:00:05+00:00
395,triolo_jamie,"Follow my field hockey Instagram account: jamietriolo.fieldhockey.2024
#fieldhockey #2024fieldhockey #collegeconnection #dragonplayer",0,0,2022-05-01 13:49:14+00:00
396,wdedwards,RT @witt_fh: Welcome home! #TigerUp #Fieldhockey https://t.co/NxfCy5rslz,0,2,2022-05-01 13:45:00+00:00
397,wdedwards,RT @witt_fh: Welcome home! #TigerUp #Fieldhockey https://t.co/fLmf9XXb7o,0,4,2022-05-01 13:44:56+00:00
398,wdedwards,RT @witt_fh: Welcome home! #TigerUp #Fieldhockey https://t.co/UXJ5hKanVU,0,3,2022-05-01 13:44:52+00:00
399,wdedwards,RT @witt_fh: Welcome home! #TigerUp #Fieldhockey https://t.co/0VtAO4Pa9k,0,2,2022-05-01 13:44:46+00:00
400,wdedwards,RT @witt_fh: Welcome home! #TigerUp #Fieldhockey https://t.co/BospsNQTQA,0,2,2022-05-01 13:44:34+00:00
401,coachbronwen,RT @witt_fh: Welcome home! #TigerUp #Fieldhockey https://t.co/UXJ5hKanVU,0,3,2022-05-01 13:23:58+00:00
402,coachbronwen,RT @witt_fh: Welcome home! #TigerUp #Fieldhockey https://t.co/BospsNQTQA,0,2,2022-05-01 13:23:49+00:00
403,coachbronwen,RT @witt_fh: Welcome home! #TigerUp #Fieldhockey https://t.co/0VtAO4Pa9k,0,2,2022-05-01 13:23:45+00:00
404,coachbronwen,RT @witt_fh: Welcome home! #TigerUp #Fieldhockey https://t.co/nEkBrhMsuS,0,1,2022-05-01 13:23:42+00:00
405,coachbronwen,RT @witt_fh: Welcome home! #TigerUp #Fieldhockey https://t.co/NxfCy5rslz,0,2,2022-05-01 13:23:39+00:00
406,coachbronwen,RT @witt_fh: Welcome home! #TigerUp #Fieldhockey https://t.co/fLmf9XXb7o,0,4,2022-05-01 13:23:36+00:00
407,witt_fh,Welcome home! #TigerUp #Fieldhockey https://t.co/fLmf9XXb7o,16,4,2022-05-01 13:23:25+00:00
408,witt_fh,Welcome home! #TigerUp #Fieldhockey https://t.co/BospsNQTQA,11,2,2022-05-01 13:23:09+00:00
409,witt_fh,Welcome home! #TigerUp #Fieldhockey https://t.co/UXJ5hKanVU,17,3,2022-05-01 13:23:01+00:00
410,witt_fh,Welcome home! #TigerUp #Fieldhockey https://t.co/0VtAO4Pa9k,14,2,2022-05-01 13:22:50+00:00
411,witt_fh,Welcome home! #TigerUp #Fieldhockey https://t.co/nEkBrhMsuS,11,1,2022-05-01 13:22:37+00:00
412,witt_fh,Welcome home! #TigerUp #Fieldhockey https://t.co/NxfCy5rslz,11,2,2022-05-01 13:22:27+00:00
413,LegonKnights,"RT @weatherhead_hc: 🏃‍♀️🏃‍♀️🏃‍♀️🏑🏑🏑

Can’t wait for the League to resume 

#weareweatherhead 
#fieldhockey🏑 
#Training 

@ugandahockey @hoc…",0,1,2022-05-01 13:19:42+00:00
414,LegonKnights,"RT @weatherhead_hc: This is how to begin your MONTH 

Historicals Men VS City Lions  💫💫

Historicals Ladies VS Wanaichi HDF

#weareweatherh…",0,6,2022-05-01 13:13:23+00:00
415,MELLOWCELLO1,RT @KayeMenner: Paul Cude @paul_cude One #dragons addiction to #FieldHockey may help him &amp; his plucky friends expose the unscrupulous villa…,0,1,2022-05-01 11:08:57+00:00
416,CDSFSportandFit,"Kennedy C. working on lower body strength with a set of trap bar deadlifts at CDSF!

#cdsffamily #trapbar #deadlift #fieldhockey #sportsperformance https://t.co/0F7Sspamfq",2,0,2022-05-01 11:01:43+00:00
417,RitualHockey,"Away day for the @hcbloemendaal womens team in the #hoofdklasse 👊🔥

#teamritual #ritualhockey #fieldhockey

📷- @WorldSportPics_ https://t.co/xducY40EgN",2,0,2022-05-01 09:01:16+00:00
418,houstonvelocity,"What a day! Our U14s and U19s headed to Dallas to play @LoneStarFH in a 7v7 play day! This was the first time our U14s played together in a game and they scored 4 goals! Way to go players and coaches! Thanks for having us Lone Star!!
.
#fieldhockey #growthegame #workhardplayhard https://t.co/vcLh7V4716",4,0,2022-05-01 02:47:38+00:00
419,StudioCATCH,"Still in the works, but here's a teaser of mine...

https://t.co/aXW9V8oW5A #hockeyloveandguts #fieldhockey #sports #indie #animation #teaser #proofofconcept #regiscamargo https://t.co/75WkZ20sxj",1,1,2022-05-01 01:01:24+00:00
420,Traner3207,RT @XplosiveSports1: Happy birthday to ❎Plosive athlete @belllla_mancini from #team❎Plosive 🤜💚🤛 @RUFieldHockey #fieldhockey https://t.co/hJ…,0,1,2022-04-30 23:09:57+00:00
421,XplosiveSports1,Happy birthday to ❎Plosive athlete @belllla_mancini from #team❎Plosive 🤜💚🤛 @RUFieldHockey #fieldhockey https://t.co/hJkOrPYvzX,3,1,2022-04-30 23:00:25+00:00
422,NorthsHockey,"A few more happy Blue Baggers spotted yesterday after getting their Modies Season started. Great to have so many kids hitting the turf in Blue.
#NorthsHockey
#FieldHockey
#HockeyseasonInBlue2022 
#ModifiedHockeyInBlue
#JuniorBlueBaggers
#JuniorHockeyInBlue
#GoYouBlueBaggers https://t.co/ZNu2UL3lG9",0,0,2022-04-30 22:34:56+00:00
423,KayeMenner,Paul Cude @paul_cude One #dragons addiction to #FieldHockey may help him &amp; his plucky friends expose the unscrupulous villains trying to take the planet https://t.co/Q2CZCCGzEW #DisneyFieldHockey #Hockey #Lacrosse #LAX #Rugby #RugbyWorldCup #KindleUnlimited #BoxSet,0,1,2022-04-30 20:39:31+00:00
424,Talhelm_GME,RT @LydiaSmeltz: Goalkeepers are amazing people🌟another great PA Revs All Starz practice - we introduced defense and did 2v1s to goal WITH…,0,2,2022-04-30 17:26:04+00:00
425,witt_fh,We had a great time this morning with our inaugural friends and family game! We are sure who payed off the officials but the friends and family came away with the W! #TigerUp #fieldhockey https://t.co/UzrIHmWcs3,17,0,2022-04-30 16:53:51+00:00
426,ladyboarder9669,RT @ladyboarder9669: RT! Wanting to sell your business? Save hundreds by Listing it for FREE at FIH! USE MY CODE: Q5NZYM #sellyourbusiness…,0,1,2022-04-30 16:04:52+00:00
427,LydiaSmeltz,Goalkeepers are amazing people🌟another great PA Revs All Starz practice - we introduced defense and did 2v1s to goal WITH A fully-kitted goalie!! The athletes are improving rapidly and really bonding with their buddies @USAFieldHockey @obohockey #AdaptiveSports #FieldHockey https://t.co/6EoEGnCOtX,29,2,2022-04-30 15:39:45+00:00
428,RitualHockey,"Marlon Landbrug X Ritual - it just makes sense. 🔗

#teamritual #ritualhockey #fieldhockey

📷- @WorldSportPics_ https://t.co/yzvESeojn7",4,0,2022-04-30 14:59:32+00:00
429,maxwell_Leniz14,"RT @weatherhead_hc: This is how to begin your MONTH 

Historicals Men VS City Lions  💫💫

Historicals Ladies VS Wanaichi HDF

#weareweatherh…",0,6,2022-04-30 11:00:40+00:00
430,OmegaHockey,"RT @jorgesa_9: You have to love the game 🏑🔥📸
 #OmegaSpartan #OH #OmegaArmy #omegahockey #fieldhockey #fieldhockeyplayer @OmegaHockey https:…",0,1,2022-04-30 10:45:38+00:00
431,EkapolonC,"RT @weatherhead_hc: This is how to begin your MONTH 

Historicals Men VS City Lions  💫💫

Historicals Ladies VS Wanaichi HDF

#weareweatherh…",0,6,2022-04-30 10:08:44+00:00
432,kampsabraham,"RT @weatherhead_hc: Unveiling our season sponsor Innovation Consortium (@Innovug )

Thank you for trusting Weatherhead Hockey Club 

#weare…",0,11,2022-04-30 09:00:28+00:00
433,ugandahockey,"RT @weatherhead_hc: This is how to begin your MONTH 

Historicals Men VS City Lions  💫💫

Historicals Ladies VS Wanaichi HDF

#weareweatherh…",0,6,2022-04-30 06:42:24+00:00
434,arnoldphillip87,"RT @weatherhead_hc: This is how to begin your MONTH 

Historicals Men VS City Lions  💫💫

Historicals Ladies VS Wanaichi HDF

#weareweatherh…",0,6,2022-04-30 06:41:55+00:00
435,weatherhead_hc,"This is how to begin your MONTH 

Historicals Men VS City Lions  💫💫

Historicals Ladies VS Wanaichi HDF

#weareweatherhead 
#fieldhockey🏑 

@Innovug @ugandahockey @jjuuks @AfrHockey @Sanyuzungu  @hockey256news @kawowosports @DhakabaKigongo @IsmaelKiyonga @DavidLumansi https://t.co/pNeH9jzP6l",11,6,2022-04-30 06:41:09+00:00
436,vivek84807819,RT @NikLim01: @somnath20094585 @Arvindm98396363 @zeeshan_naiyer2 @Gopilal11561166 @MustakimMutwa @airahwa @adityaisback1 @imnitinprakash @v…,0,1,2022-04-30 06:25:12+00:00
437,NikLim01,"@somnath20094585 @Arvindm98396363 @zeeshan_naiyer2 @Gopilal11561166 @MustakimMutwa @airahwa @adityaisback1 @imnitinprakash @vivek84807819 @Munna__Kumar @MohsinA84182126 @zeeshan_naiyer @shashidigital @prasarbharati @akashvanisports @MIB_India @PMOIndia @narendramodi @ianuragthakur @OfficeofPoonamM @AkashvaniAIR @poonam_mahajan @ddsportschannel @DD_Bharati @FmRainbowMumbai @newsonair @KirenRijiju @AIRBHUJ @FmGoldMumbai @oyeekd @AIRlucknow @air_mumbai @AIR_ADGP_WR @AIRKolkata @107FmRainbow @AIRPatna @NisithPramanik @abhishek_goldi @Murugan_MoS @NukalaVenudhar @BCCI @SGanguly99 @JayShah @ianuragthakur WHY no intent from Govt to get sports on @akashvanisports?

&gt;Asian/C'wealth Games
&gt;#FIFAClubWorldCup
&gt; 🏏 IND &amp; WC Men Women
&gt;#FIH Women's World Cup
&gt; 🏑 #FIHProLeague  
&gt; 🏸 #BWF 
DD via @doordarshan_dtt doing it for few sports

@shashidigital @OfficeofPoonamM",3,1,2022-04-30 04:49:46+00:00
438,CyrilNdegeya,The announcement following the recent video in which 2 staff of @sepcongo1923 were stealing fuel at the tarmac of #FIH and store it in plastic sacs! https://t.co/CAXj2fqRrA,1,0,2022-04-29 23:07:05+00:00
439,BregeMarissa,RT @wnywhalers: Congratulations to Madison on her commitment to Kean! #WNY #SouthernTier #fieldhockey https://t.co/WLjkfdIiHR,0,1,2022-04-29 23:02:37+00:00
440,wnywhalers,Congratulations to Madison on her commitment to Kean! #WNY #SouthernTier #fieldhockey https://t.co/WLjkfdIiHR,13,1,2022-04-29 23:00:10+00:00
441,WVFHC,"We have so many #wvfhc volunteers to thank in National Volunteer Week. From junior coaches to club president , we thank you all! Here are a few of them and there are many more who work behind the scenes to bring hockey to our communities. 🙏 #fieldhockey #nationalvolunteerweek https://t.co/slbZGODVn8",2,0,2022-04-29 20:53:52+00:00
442,witt_fh,"Excited to kick our Friday off with a commitment from a great player with lots of energy coming from Campbell, CA!! #TigerUp #fieldhockey https://t.co/YPttS2xSUQ",19,0,2022-04-29 20:28:14+00:00
443,ladyboarder9669,RT! Wanting to sell your business? Save hundreds by Listing it for FREE at FIH! USE MY CODE: Q5NZYM #sellyourbusiness #makemoney #sellyourbusinessforfree #listyourbusiness #listyourbusinessforfree #FIH #freebusinessforselllisting #AD list it here ----&gt; https://t.co/ct9vLRbHzi https://t.co/z2oioFUeXh,0,1,2022-04-29 20:27:29+00:00
444,LycansFootball,"RT @weatherhead_hc: Birthday blessings to Benon 🏑💫💫
@lukyamuziB 
More blessings in your new year.
🙏🏾
Keep inspiring people around you 🎉🎉

#…",0,5,2022-04-29 18:38:22+00:00
445,HaltonFHClub,"During this #NationalVolunteerWeek we acknowledge the tireless efforts of coaches, board members, players, &amp; parents for their time and energy. HFHC is entirely volunteer run &amp; we couldn't do it without them. Thank you! #NVW #GrowTheGame #FieldHockey #BurlOn #Oakville #MiltonON https://t.co/SBr92GAAU5",3,0,2022-04-29 16:37:51+00:00
446,2raosanjiv,It's a STEAL as muti-tasking! #IPL This is what happened if any entity grows more than expectations.. Time to learn the values of money n time.. #Football n #FieldHockey the entire entertaining package for 90min! https://t.co/jKL6Tf1kFj,0,0,2022-04-29 15:54:22+00:00
447,coachbronwen,RT @witt_fh: Every spring we end with a practice run by our rising seniors. Here is a sneak peak from this years practice. #TigerUp #fieldh…,0,1,2022-04-29 15:39:48+00:00
448,witt_fh,Every spring we end with a practice run by our rising seniors. Here is a sneak peak from this years practice. #TigerUp #fieldhockey https://t.co/Rfp60OSkRG,6,1,2022-04-29 14:03:02+00:00
449,ladyboarder9669,RT @ladyboarder9669: RT! SELL YOUR BUSINESS AND EARN!!! Save hundreds by Listing it for FREE at FIH! Use my code: Q5NZYM and we both save!…,0,1,2022-04-29 12:26:34+00:00
450,NorthsHockey,"JUNIOR GAME RESULTS - A good night out in Junior Blue with strong team efforts &amp; a sharing of the goals.
#NorthsHockey
#FieldHockey
#HockeySeasonInBlue2022
#JuniorHockeyInBlue 
#JuniorBlueBaggers
#NewcastleHockey
#NewcastleHockeyCentre
#HockeyLife
#HockeyInvites
#GoYouBlueBaggers https://t.co/PJpciyJtRV",0,0,2022-04-29 12:09:51+00:00
451,ucd_oa,"Injury Trends in Field Hockey: ""Establishing the Extent of the Problem"" #InjuryPrevention #FieldHockey #InjuryEpidemiology #OpenAccess https://t.co/Ezp9MNGJDW",0,0,2022-04-29 11:59:33+00:00
452,theidleyouth,"RT @weatherhead_hc: Birthday blessings to Benon 🏑💫💫
@lukyamuziB 
More blessings in your new year.
🙏🏾
Keep inspiring people around you 🎉🎉

#…",0,5,2022-04-29 11:10:54+00:00
453,jjuuks,"RT @weatherhead_hc: Birthday blessings to Benon 🏑💫💫
@lukyamuziB 
More blessings in your new year.
🙏🏾
Keep inspiring people around you 🎉🎉

#…",0,5,2022-04-29 10:56:27+00:00
454,RitualHockey,"Have you joined the Velocity crew yet? @koekmiddendorp has 🔥

#teamritual #ritualhockey #fieldhockey 

📷- @WorldSportPics_ https://t.co/Hac151BOpo",1,0,2022-04-29 10:25:57+00:00
455,triolo_jamie,Here’s my highlights from the Shooting Star Jamboree https://t.co/Yfv12MBTTP  #fieldhockey #2024fieldhockey #connectfieldhockey #shootingstar,0,0,2022-04-29 10:24:18+00:00
456,pkt_style,"RT @weatherhead_hc: #Tbt 

Remembering the first league game for Weareweatherhead Historicals

On Sunday 1st May, it will be 4 years since…",0,8,2022-04-29 10:13:56+00:00
457,MELLOWCELLO1,RT @KayeMenner: Paul Cude @paul_cude One #dragons addiction to #FieldHockey may help him &amp; his plucky friends expose the unscrupulous villa…,0,1,2022-04-29 09:01:28+00:00
458,arnoldphillip87,"RT @weatherhead_hc: Birthday blessings to Benon 🏑💫💫
@lukyamuziB 
More blessings in your new year.
🙏🏾
Keep inspiring people around you 🎉🎉

#…",0,5,2022-04-29 07:27:40+00:00
459,BirthdayMates,"RT @weatherhead_hc: Birthday blessings to Benon 🏑💫💫
@lukyamuziB 
More blessings in your new year.
🙏🏾
Keep inspiring people around you 🎉🎉

#…",0,5,2022-04-29 07:17:08+00:00
460,UAE_Hockey,"Closing Ceremony - Ramadan Hockey5s

#UAEHockeyFederation #UAEHockey #UAEFieldHockey #ArabHockey #FIH #AsianHockey #UAEHockey5s #UAEHockeyLeague #Dubai #Sharjah #AbuDhabi #AlAin #Ajman #Fujairah #RAK #UAQ #UAESports #UAE @GasGovae @asia_hockey @FIH_Hockey @uaes4all @SharjahSports https://t.co/vlsNoTbKll",0,0,2022-04-29 07:09:47+00:00
461,weatherhead_hc,"Birthday blessings to Benon 🏑💫💫
@lukyamuziB 
More blessings in your new year.
🙏🏾
Keep inspiring people around you 🎉🎉

#weareweatherhead 
#fieldhockey🏑 
#happybirthday 

@ugandahockey @Innovug @NCSUganda1 @UOC_media @hockey256news @jjuuks @LycansFootball @MagongoKenya https://t.co/KjsOYVLaft",21,5,2022-04-29 07:07:59+00:00
462,UAE_Hockey,"Ramadan Hockey5s Tournament 2022

#UAEHockeyFederation #UAEHockey #UAEFieldHockey #ArabHockey #FIH #AsianHockey #UAEHockey5s #UAEHockeyLeague #Dubai #Sharjah #AbuDhabi #AlAin #Ajman #Fujairah #RAK #UAQ #UAESports #UAE @GasGovae @asia_hockey @FIH_Hockey @uaes4all @SharjahSports https://t.co/VDVmXD4ncU",0,0,2022-04-29 04:35:12+00:00
463,UAE_Hockey,"Ramadan Hockey5s Tournament 2022

#UAEHockeyFederation #UAEHockey #UAEFieldHockey #ArabHockey #FIH #AsianHockey #UAEHockey5s #UAEHockeyLeague #Dubai #Sharjah #AbuDhabi #AlAin #Ajman #Fujairah #RAK #UAQ #UAESports #UAE @GasGovae @asia_hockey @FIH_Hockey @uaes4all @SharjahSports https://t.co/bE5IRvxW7G",0,0,2022-04-29 04:29:06+00:00
464,CollegiansX,"UPDATE! small typo with Mens 2s
Lots happening at home with the Mens 1s, 2s and Open age teams battling it out. Only traveller's being the Mixed team at Dandenong Hockey Centre. Let's go Lions 💪🦁🏑
#fieldhockey #monash #monashuniversity #melbournesport #wesleycollegemelbourne https://t.co/2Fac1MwgBj",1,0,2022-04-29 04:14:08+00:00
465,NorthsHockey,"FLASHBACK FRIDAY- Today we glance back to 2019 to look at a bit of goalscoring in Blue.
#NorthsHockey
#FieldHockey 
#FlashbackFridayInBlue
#NorthsHockeyHistory
#HockeyGoalScoringInBlue
#NewcastleHockey
#HCPHL
#HockeyNSW
#HockeyAustralia
#NewcastleHockeyCentre
#GoYouBlueBaggers https://t.co/ZXBxXs69gi",0,0,2022-04-29 03:33:48+00:00
466,KayeMenner,Paul Cude @paul_cude One #dragons addiction to #FieldHockey may help him &amp; his plucky friends expose the unscrupulous villains trying to take the planet https://t.co/Q2CZCCGzEW #DisneyFieldHockey #Hockey #Lacrosse #LAX #Rugby #RugbyWorldCup #KindleUnlimited #BoxSet,0,1,2022-04-29 02:22:08+00:00
467,imHockeyBlogger,"Men’s Hero Asia Cup Hockey 🏑@ Jakarta, schedule for 🇮🇳 India pool matches:

23-May-2022 🏑
17:00(IST) 🇮🇳 India vs 🇵🇰 Pakistan

24-May-2022 🏑
17:00(IST) 🇮🇳 India vs 🇯🇵 Japan

25-May-2022 🏑
17:00(IST) 🇮🇳 India vs 🇮🇩 Indonesia

@TheHockeyIndia | #IndiaKaGame | #FIH",0,0,2022-04-29 01:38:20+00:00
468,fieldhockeyclub,"RT @weatherhead_hc: #Tbt 

Remembering the first league game for Weareweatherhead Historicals

On Sunday 1st May, it will be 4 years since…",0,8,2022-04-28 21:48:23+00:00
469,UAE_Hockey,"Ramadan Hockey5s Tournament 2022

#UAEHockeyFederation #UAEHockey #UAEFieldHockey #ArabHockey #FIH #AsianHockey #UAEHockey5s #UAEHockeyLeague #Dubai #Sharjah #AbuDhabi #AlAin #Ajman #Fujairah #RAK #UAQ #UAESports #UAE @GasGovae @asia_hockey @FIH_Hockey @uaes4all @SharjahSports https://t.co/DlMkWhbgva",0,0,2022-04-28 20:38:18+00:00
470,HanlonHockey,RT @GreatLakesRFH: Field Hockey Summer Camps in MI! https://t.co/DX7LP3xeRi @HVRecAndEd @HuronValleyNews ​#fieldhockeycamp #fieldhockey #su…,0,1,2022-04-28 20:13:11+00:00
471,FHalberta,"Field Hockey Alberta is looking for you!
https://t.co/TLLuwNmOXQ 
#wearehiring #lookingforyou #yycbusiness #calgary #lethbridge #edmonton #reddeer #alberta #yycfieldhockey #yycbusiness #thursdayvibes #summerstudent #fha #fieldhockey #thursday #awesome https://t.co/vspiz4eH59",2,0,2022-04-28 19:30:00+00:00
472,ladyboarder9669,RT! SELL YOUR BUSINESS AND EARN!!! Save hundreds by Listing it for FREE at FIH! Use my code: Q5NZYM and we both save! #sellyourbusiness #makemoney #sellyourbusinessforfree #listyourbusiness #listyourbusinessforfree #FIH #freebusinessforselllisting #AD https://t.co/KH8B78mQlc https://t.co/oKXppRtvZH,0,1,2022-04-28 19:21:38+00:00
473,HaltonFHClub,Are you a #Halton area business looking to support youth sport in the community? We are looking for sponsors for Halton FHC Junior Fest June 4-5 in #BurlOn Numerous sponsorship opportunities available. Email link in bio for more info #GrowTheGame #FieldHockey #Oakville #MiltonON https://t.co/pruczQ4qjX,0,0,2022-04-28 19:15:11+00:00
474,GreatLakesRFH,Field Hockey Summer Camps in MI! https://t.co/DX7LP3xeRi @HVRecAndEd @HuronValleyNews ​#fieldhockeycamp #fieldhockey #summercamp #playfieldhockey,3,1,2022-04-28 19:05:43+00:00
475,UAE_Hockey,"Ramadan Hockey5s Tournament 2022

#UAEHockeyFederation #UAEHockey #UAEFieldHockey #ArabHockey #FIH #AsianHockey #UAEHockey5s #UAEHockeyLeague #Dubai #Sharjah #AbuDhabi #AlAin #Ajman #Fujairah #RAK #UAQ #UAESports #UAE @GasGovae @asia_hockey @FIH_Hockey @uaes4all @SharjahSports https://t.co/KjghkbQL4E",0,0,2022-04-28 18:52:18+00:00
476,UAE_Hockey,"Ramadan Hockey5s Tournament 2022

#UAEHockeyFederation #UAEHockey #UAEFieldHockey #ArabHockey #FIH #AsianHockey #UAEHockey5s #UAEHockeyLeague #Dubai #Sharjah #AbuDhabi #AlAin #Ajman #Fujairah #RAK #UAQ #UAESports #UAE @GasGovae @asia_hockey @FIH_Hockey @uaes4all @SharjahSports https://t.co/Us2EgjNGJw",0,0,2022-04-28 18:51:52+00:00
477,UAE_Hockey,"Ramadan Hockey5s Tournament 2022

#UAEHockeyFederation #UAEHockey #UAEFieldHockey #ArabHockey #FIH #AsianHockey #UAEHockey5s #UAEHockeyLeague #Dubai #Sharjah #AbuDhabi #AlAin #Ajman #Fujairah #RAK #UAQ #UAESports #UAE @GasGovae @asia_hockey @FIH_Hockey @uaes4all @SharjahSports https://t.co/uxuvuF3GLr",2,0,2022-04-28 18:50:50+00:00
478,fieldhockeyclub,RT @ChelseaFHC: Hard work pays off! National Training Center Quebec #fieldhockey athletes hard at strength and conditioning off the field w…,0,1,2022-04-28 18:48:40+00:00
479,ChelseaFHC,Hard work pays off! National Training Center Quebec #fieldhockey athletes hard at strength and conditioning off the field with Trainer Gabriel @UQO Centre Sportif #fieldhockeycanada https://t.co/cNBQiFILux,3,1,2022-04-28 18:18:05+00:00
480,fernsnpetals,"How is this possible, #fieldhockey https://t.co/BkIgFJE04n",0,0,2022-04-28 17:03:42+00:00
481,RitualHockey,"Which way to the play offs Lukas Sutorius? @Hockey_Pinoke men are sitting in 3rd place. 🔥👊

#teamritual #ritualhockey #fieldhockey 

📷- @WorldSportPics_ https://t.co/Ub7892rjmL",1,0,2022-04-28 16:05:32+00:00
482,NorthsHockey,"Check out what @KyWillott had to say after today's @Kookaburras game.
#NorthsHockey
#FieldHockey #BlueBaggerRepresenting
#NewcastleHockey
#HockeyNSW
#HockeyAustralia
#PrideOfTheKookas
#AUSvMYS
#HockeyInvites
#HockeyLife
#FiHockey
#GoYouBlueBagger
#ProudOfThatBlueBagger https://t.co/D73qjeSxLQ",1,0,2022-04-28 14:05:25+00:00
483,OmegaFHClub,"When you realize how proud you are of the high school seniors that are graduating 🎓, not because of their future in collegiate hockey but their future as...

nurses
lawyers
doctors
scientists
teachers
and more

#student-athletes
#fieldhockey",7,0,2022-04-28 13:24:05+00:00
484,danligs,"RT @weatherhead_hc: #Tbt 

Remembering the first league game for Weareweatherhead Historicals

On Sunday 1st May, it will be 4 years since…",0,8,2022-04-28 12:23:01+00:00
485,kiyasamk,"RT @weatherhead_hc: #Tbt 

Remembering the first league game for Weareweatherhead Historicals

On Sunday 1st May, it will be 4 years since…",0,8,2022-04-28 11:19:02+00:00
486,Edel_Grass,"FIH quality certified! 📃

the FIH has recognized that Edel Grass provides durable, high-quality fields that align with the FIH standards for both domestic and international hockey matches. 🏑

#FIH #certified #artificialgrassproducer #edelgrass https://t.co/Ex45y26ziA",0,0,2022-04-28 11:13:08+00:00
487,almo12ug,"RT @weatherhead_hc: #Tbt 

Remembering the first league game for Weareweatherhead Historicals

On Sunday 1st May, it will be 4 years since…",0,8,2022-04-28 10:22:51+00:00
488,jny23ug,"RT @weatherhead_hc: #Tbt 

Remembering the first league game for Weareweatherhead Historicals

On Sunday 1st May, it will be 4 years since…",0,8,2022-04-28 10:10:32+00:00
489,ForeyLiv,RT @AspireUSA1: More #WednesdayWins - this week we are celebrating clients Amelia Lane and Elen Nicholls who represented Wales U18 vs Scotl…,0,2,2022-04-28 09:41:17+00:00
490,LucySsuubi,"RT @weatherhead_hc: #Tbt 

Remembering the first league game for Weareweatherhead Historicals

On Sunday 1st May, it will be 4 years since…",0,8,2022-04-28 09:38:53+00:00
491,ClubhouseHockey,"After last week’s EHL, the question has arise… is @hcbloemendaal the best European club ever? 🤔
.
.
.
#hockey #fieldhockey #question #bloemendaal #clubhockey #europeanhockey https://t.co/3e1L8YYvlw",4,0,2022-04-28 09:34:38+00:00
492,arnoldphillip87,"RT @weatherhead_hc: #Tbt 

Remembering the first league game for Weareweatherhead Historicals

On Sunday 1st May, it will be 4 years since…",0,8,2022-04-28 09:12:17+00:00
493,weatherhead_hc,"#Tbt 

Remembering the first league game for Weareweatherhead Historicals

On Sunday 1st May, it will be 4 years since Historicals took to the field to play their first League game 

#weareweatherhead 
#fieldhockey🏑 

@Innovug @NCSUganda1 @hockey256news @ugandahockey @jjuuks https://t.co/qCjQGuVV5T",17,8,2022-04-28 09:11:31+00:00
494,NorthsHockey,"Very memorable! Well done @KyWillott
#NorthsHockey
#FieldHockey #BlueBaggerRepresenting
#NewcastleHockey
#HockeyNSW
#HockeyAustralia
#PrideOfTheKookas
#HockeyInvites
#HockeyLife
#FiHockey
#GoYouBlueBagger
#ProudOfThatBlueBagger https://t.co/XQiIwWZ7To",0,0,2022-04-28 07:00:15+00:00
495,NorthsHockey,"Well done by @KyWillott and the @Kookaburras.
#NorthsHockey
#FieldHockey #BlueBaggerRepresenting
#NewcastleHockey
#HockeyNSW
#HockeyAustralia
#PrideOfTheKookas
#HockeyInvites
#HockeyLife
#FiHockey
#GoYouBlueBagger
#ProudOfThatBlueBagger https://t.co/YPn9T1aHvS",0,0,2022-04-28 06:09:19+00:00
